"c_name","source","r_id","r_year","r_month","r_female","p_interest","p_economy","Econ_Dem","Dec_Dem","Eff_Dem","Comp_Dem"
"Tunisia","Arab Barometer Wave VII",210239,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210240,2021,10,1,"Uninterested","Bad","Agree","Agree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210241,2021,10,0,"Interested","Very bad","Agree","Disagree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210242,2021,10,1,"Uninterested","Very bad","Strongly agree","Agree","Strongly disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210243,2021,11,0,"Very uninterested","Bad","Strongly agree",NA,"Strongly agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210244,2021,11,0,"Interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210245,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210246,2021,10,1,"Very uninterested","Bad","Agree","Agree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210247,2021,10,0,"Very uninterested","Very good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210248,2021,11,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210249,2021,10,1,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210250,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210251,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210252,2021,11,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210253,2021,10,1,"Very uninterested","Bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210254,2021,10,0,"Very uninterested","Very good","Strongly disagree","Strongly disagree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210255,2021,10,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210256,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210257,2021,11,0,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210258,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210259,2021,11,1,"Uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210260,2021,10,0,"Very interested","Bad",NA,"Disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210261,2021,10,0,"Very interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210262,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210263,2021,10,0,"Very interested","Very bad","Agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210264,2021,11,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210265,2021,11,0,"Interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210266,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210267,2021,10,1,"Uninterested","Very bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210268,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210269,2021,10,0,"Interested","Very bad","Agree","Strongly agree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210270,2021,10,1,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210271,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210272,2021,10,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210273,2021,10,1,"Interested","Very bad","Strongly agree","Strongly agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210274,2021,10,1,"Very uninterested","Bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210275,2021,10,1,"Very uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210276,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210277,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210278,2021,10,1,"Uninterested","Very bad","Agree","Disagree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210279,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210280,2021,11,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210281,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210282,2021,11,0,"Interested","Very bad","Agree","Agree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210283,2021,10,0,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210284,2021,10,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210285,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210286,2021,11,1,"Uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210287,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210288,2021,10,1,"Very uninterested","Good","Strongly agree","Strongly agree","Strongly disagree",NA
"Tunisia","Arab Barometer Wave VII",210289,2021,11,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210290,2021,11,1,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210291,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210292,2021,10,1,"Interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210293,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210294,2021,11,1,"Very uninterested","Bad",NA,NA,"Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210295,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210296,2021,10,1,"Very uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210297,2021,10,1,"Very uninterested",NA,"Agree",NA,"Strongly disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210298,2021,11,1,"Interested","Good","Strongly disagree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210299,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210300,2021,11,1,"Very uninterested","Very bad","Strongly agree","Disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210301,2021,10,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210302,2021,11,1,"Uninterested","Good","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210303,2021,10,1,"Very uninterested","Bad","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210304,2021,11,1,"Very uninterested","Bad","Strongly disagree","Strongly disagree",NA,"Agree"
"Tunisia","Arab Barometer Wave VII",210305,2021,10,1,"Interested","Very bad","Strongly agree","Strongly agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210306,2021,10,1,"Uninterested","Very good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210307,2021,10,1,"Uninterested","Very bad","Disagree","Strongly disagree","Strongly disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210308,2021,10,1,"Very uninterested","Bad","Agree","Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210309,2021,10,1,"Uninterested","Bad",NA,NA,"Strongly agree","Strongly disagree"
"Tunisia","Arab Barometer Wave VII",210310,2021,11,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210311,2021,11,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210312,2021,10,0,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210313,2021,10,1,"Very interested","Very bad","Disagree","Disagree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210314,2021,10,0,"Very uninterested","Very bad","Disagree","Agree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210315,2021,11,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210316,2021,11,0,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210317,2021,11,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210318,2021,11,0,"Interested","Good","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210319,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210320,2021,10,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210321,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210322,2021,10,0,"Very uninterested","Very bad","Strongly agree","Disagree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210323,2021,10,0,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210324,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210325,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210326,2021,10,0,"Very interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210327,2021,10,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210328,2021,10,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210329,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210330,2021,11,1,"Interested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210331,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210332,2021,10,0,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210333,2021,11,1,"Very uninterested","Very bad","Disagree","Disagree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210334,2021,10,1,"Very uninterested","Good","Agree","Disagree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210335,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210336,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210337,2021,10,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210338,2021,11,0,"Interested","Very bad","Agree","Agree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210339,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210340,2021,11,0,"Interested","Very bad","Disagree","Disagree","Disagree",NA
"Tunisia","Arab Barometer Wave VII",210341,2021,11,1,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210342,2021,10,1,"Uninterested","Very bad","Agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210343,2021,10,0,"Very uninterested","Very bad","Disagree","Strongly agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210344,2021,10,0,"Very uninterested","Very bad","Disagree","Strongly disagree","Strongly disagree",NA
"Tunisia","Arab Barometer Wave VII",210345,2021,11,1,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210346,2021,10,0,"Very uninterested","Very bad","Strongly disagree","Strongly disagree",NA,"Agree"
"Tunisia","Arab Barometer Wave VII",210347,2021,11,0,"Uninterested","Bad","Agree","Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210348,2021,10,1,"Very interested","Bad","Disagree","Agree","Strongly disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210349,2021,11,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210350,2021,11,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210351,2021,10,1,"Uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210352,2021,11,1,"Very uninterested","Very bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210353,2021,11,0,"Very interested","Very bad","Strongly disagree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210354,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210355,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210356,2021,10,1,"Very uninterested","Very bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210357,2021,10,0,"Very uninterested","Very bad","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210358,2021,10,1,"Uninterested","Very bad","Agree","Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210359,2021,11,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210360,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210361,2021,10,1,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210362,2021,10,1,"Very uninterested","Bad","Disagree","Strongly agree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210363,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210364,2021,10,0,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210365,2021,10,1,"Very uninterested","Very good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210366,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210367,2021,10,0,"Uninterested","Bad","Strongly agree","Disagree","Strongly agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210368,2021,10,1,"Interested","Very bad","Agree","Strongly agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210369,2021,10,1,"Very uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210370,2021,10,1,"Very interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210371,2021,10,0,"Very uninterested","Very bad","Agree","Agree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210372,2021,10,1,"Interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210373,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210374,2021,10,0,"Very uninterested","Bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210375,2021,10,1,"Interested","Good","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210376,2021,10,0,"Very uninterested","Bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210377,2021,11,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210378,2021,10,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210379,2021,10,0,"Very uninterested","Good","Disagree","Strongly disagree","Disagree","Strongly disagree"
"Tunisia","Arab Barometer Wave VII",210380,2021,10,1,"Very uninterested","Bad","Agree","Strongly agree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210381,2021,10,0,"Very uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210382,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210383,2021,10,0,"Very uninterested","Good","Agree","Agree","Strongly disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210384,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210385,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210386,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210387,2021,11,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210388,2021,10,0,"Uninterested","Good","Disagree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210389,2021,10,1,"Very interested","Very bad","Strongly agree","Strongly agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210390,2021,11,0,"Uninterested","Good","Agree","Agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210391,2021,11,1,"Very interested","Bad","Agree","Disagree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210392,2021,11,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210393,2021,10,0,"Very uninterested","Very bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210394,2021,11,0,"Uninterested","Very bad","Disagree","Disagree","Disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210395,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210396,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210397,2021,10,0,"Uninterested","Very bad","Strongly agree","Agree","Disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210398,2021,10,0,"Interested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210399,2021,10,1,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210400,2021,10,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210401,2021,11,0,"Very uninterested","Very bad","Agree","Agree","Strongly disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210402,2021,10,0,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210403,2021,10,0,"Very uninterested","Very bad","Strongly disagree","Agree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210404,2021,11,1,"Uninterested","Good","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210405,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210406,2021,10,0,"Very uninterested","Bad","Disagree","Disagree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210407,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210408,2021,10,0,"Very interested","Very bad","Disagree","Strongly disagree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210409,2021,10,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210410,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210411,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210412,2021,11,1,"Very interested","Bad","Strongly agree","Strongly agree","Strongly agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210413,2021,10,0,"Very uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210414,2021,11,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210415,2021,10,0,"Interested","Bad","Agree","Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210416,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210417,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210418,2021,10,0,"Very uninterested","Bad",NA,NA,NA,NA
